Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ParentId,OwnerDisplayName
7059,2,,2016-02-10T22:34:30.823,16,,8823,,,2016-02-10T22:34:30.823,,,,2,,7055,
7060,1,,2016-02-11T00:22:07.390,2,27,1652,,,2016-02-11T00:22:07.390,Number of possible actions the player may take in each ATARI arcade game,"data-request,games",0,0,,,
7061,1,,2016-02-11T06:10:46.173,3,33,10196,,,2016-02-11T06:10:46.173,Class Action Lawsuit data,"data-request,government",0,1,1,,
7062,1,,2016-02-11T06:44:11.993,3,60,6620,10235,2016-05-20T12:37:17.793,2016-05-20T12:37:17.793,Historical Chinese Coal Plants Data,"data-request,energy,china",1,0,1,,
7063,1,,2016-02-11T07:28:43.627,2,66,9420,,,2017-04-18T21:29:06.257,Pulse transit time values (PTT),"mimic-iii",1,0,,,
7064,2,,2016-02-11T12:15:09.077,2,,10199,,,2016-02-11T12:15:09.077,,,,2,,7012,
7066,1,,2016-02-11T16:19:27.343,3,124,10070,,,2016-02-11T16:19:27.343,API that matches food names to categories,"api,food",0,5,,,
7067,2,,2016-02-11T16:32:54.527,3,,10206,,,2016-02-11T16:32:54.527,,,,0,,4428,
7068,1,,2016-02-11T17:23:46.313,0,30,10209,9304,2016-02-12T09:10:42.887,2016-02-12T09:10:42.887,Graphical representations,"visualization",0,2,,,
7069,1,,2016-02-11T20:12:44.197,2,20,10210,1652,2016-02-11T20:22:33.560,2016-02-11T20:22:33.560,Breast conserving surgery in the US,"data-request,usa,healthcare",0,0,,,
7070,2,,2016-02-11T22:42:57.653,2,,8632,,,2016-02-11T22:42:57.653,,,,2,,6030,
7071,1,,2016-02-12T16:38:11.603,4,152,10080,,,2016-02-16T08:58:54.057,People names by country,"data-request,europe,names",2,4,,,
7072,1,,2016-02-12T18:29:25.650,1,17,10214,,,2016-02-12T18:29:25.650,Data for geographical advantage of a country,"state",0,0,,,
7073,2,,2016-02-12T18:34:07.713,3,,263,-1,2017-04-13T12:57:29.950,2016-02-12T18:34:07.713,,,,0,,6976,
7074,1,,2016-02-12T19:26:13.977,3,81,1652,1652,2016-02-13T02:41:31.570,2016-02-13T02:41:31.570,What are the limitations of the Wikidata data model?,"data-format,wikidata",0,2,1,,
7075,1,,2016-02-12T20:27:17.517,0,40,10215,,,2016-02-15T15:39:35.213,Big Data and machine learning to Predictive analytics,"machine-learning,big-data",1,0,,,
7076,2,,2016-02-13T00:28:53.863,3,,8938,8938,2017-04-18T21:29:06.257,2017-04-18T21:29:06.257,,,,0,,7063,
7077,2,,2016-02-13T09:20:09.590,3,,1511,,,2016-02-13T09:20:09.590,,,,1,,6978,
7078,2,,2016-02-13T09:31:50.420,1,,3879,,,2016-02-13T09:31:50.420,,,,0,,6978,
7079,2,,2016-02-13T12:10:47.803,1,,10145,,,2016-02-13T12:10:47.803,,,,0,,6467,
7080,2,,2016-02-13T15:52:12.100,1,,9304,,,2016-02-13T15:52:12.100,,,,0,,6867,
7081,1,,2016-02-13T16:49:38.253,1,30,1652,1652,2016-02-13T16:54:56.853,2016-02-13T16:54:56.853,Evolution of fruits throughout the history,"data-request,images,food",0,0,,,
7082,1,,2016-02-13T20:16:52.377,2,57,10223,1511,2016-02-14T11:24:27.370,2016-02-14T11:24:27.370,Where to get historical 1 minute forex data?,"data-request,finance",0,1,1,,
7083,2,,2016-02-13T21:11:38.153,1,,5661,5661,2016-02-13T22:09:33.930,2016-02-13T22:09:33.930,,,,0,,6467,
7084,1,7087,2016-02-14T00:36:06.033,14,4414,1652,-1,2017-04-13T12:49:57.270,2017-08-04T13:57:35.650,Bulk download Sci-Hub papers,"data-request,research",1,2,11,,
7085,1,,2016-02-14T03:45:44.560,1,14,9722,1511,2016-02-14T11:19:53.033,2016-02-14T11:19:53.033,Contractors licence data,"data-request,usa",0,0,,,
7086,1,7108,2016-02-14T10:46:22.670,4,71,10227,,,2016-02-17T21:20:17.947,Discrepancies between the api url and the original one on collegescorecard?,"data-request,api,collegescorecard",1,0,1,,
7087,2,,2016-02-14T14:54:40.493,17,,1511,16847,2017-08-04T13:57:35.650,2017-08-04T13:57:35.650,,,,9,,7084,
7088,1,,2016-02-15T01:10:11.603,1,31,1652,,,2016-02-15T01:10:11.603,Percentage of patients worldwide who have electronic medical records managed by a software company founded in a given country,"data-request,healthcare",0,0,,,
7089,1,7090,2016-02-15T12:19:11.687,8,197,10235,-1,2017-04-13T12:50:40.537,2016-04-21T20:09:59.437,Publicly Available UK Datasets,"uk,data-portal",6,0,4,,Marcus D
7090,2,,2016-02-15T13:36:28.517,6,,10232,,,2016-02-15T13:36:28.517,,,,0,,7089,
7091,2,,2016-02-15T15:39:35.213,4,,5763,,,2016-02-15T15:39:35.213,,,,1,,7075,
7092,2,,2016-02-15T16:15:28.920,1,,5763,,,2016-02-15T16:15:28.920,,,,0,,7071,
7093,2,,2016-02-15T16:19:37.460,6,,10238,,,2016-02-15T16:19:37.460,,,,0,,7089,
7094,2,,2016-02-15T16:52:53.077,1,,10235,10235,2016-02-16T08:58:54.057,2016-02-16T08:58:54.057,,,,0,,7071,
7095,1,,2016-02-15T17:53:01.737,3,42,10239,,,2016-02-15T17:53:01.737,All the cities and their state codes,"data-request",0,2,1,,
7096,1,,2016-02-15T18:11:23.540,1,22,10145,10145,2016-02-15T18:38:35.003,2016-02-15T18:38:35.003,Sentiment classification from Smiles-data need,"data-request,sentiment-analysis",0,3,,,
7097,2,,2016-02-15T20:10:05.457,2,,1511,-1,2017-04-13T12:57:29.950,2016-02-15T20:10:05.457,,,,0,,7089,
7098,2,,2016-02-15T21:12:53.027,1,,5661,,,2016-02-15T21:12:53.027,,,,0,,6945,
7099,1,,2016-02-15T21:32:36.833,2,147,10240,,,2016-03-01T01:37:12.093,Looking for dataset of pharmacy Locations in Chicago area,"data-request,geospatial,data.gov,healthcare,uses-of-open-data",2,1,,,
7100,1,,2016-02-15T23:12:04.893,3,39,10241,,,2016-02-15T23:12:04.893,"Is there an open database of elementary, middle, and high schools with special education departments in the United States?","data-request,usa,education",0,0,,,
7101,2,,2016-02-16T01:36:34.337,2,,10131,10131,2016-04-16T18:16:52.457,2016-04-16T18:16:52.457,,,,0,,7089,
7102,1,,2016-02-16T07:14:08.050,1,13,8642,70,2016-12-04T12:10:02.900,2016-12-04T12:10:02.900,Looking for open source funding data of South American startups,"data-request,economics,latin-america",0,0,,,
7103,1,,2016-02-16T19:01:28.723,2,122,1652,,,2016-02-16T19:01:28.723,Cyber-attacks with demand dataset,"data-request,finance,internet,computing",0,0,,,
7104,1,7322,2016-02-16T20:54:56.703,3,178,10251,,,2016-03-15T05:53:32.823,Synchronize with the openFDA S3 bucket,"openfda",1,0,1,,
7105,1,,2016-02-17T08:35:10.790,6,660,10255,10255,2016-02-17T08:46:34.870,2016-02-19T21:37:25.350,Employee Churn dataset?,"data-request",2,2,1,,
7106,2,,2016-02-17T10:58:47.797,3,,9213,,,2016-02-17T10:58:47.797,,,,0,,7089,
7107,2,,2016-02-17T12:09:16.600,2,,334,,,2016-02-17T12:09:16.600,,,,1,,7105,
7108,2,,2016-02-17T21:20:17.947,3,,8555,,,2016-02-17T21:20:17.947,,,,3,,7086,
7109,1,7111,2016-02-18T02:05:29.197,5,126,10268,,,2016-02-18T05:03:37.370,Is there an API for user-defined song tags?,"music",1,3,,,
7110,1,,2016-02-18T03:47:35.197,2,21,10270,,,2016-02-18T03:47:35.197,getIFPPlanQuotes - what is InsuranceEffectiveDate?,"healthcare,healthcare-finder-api",0,0,,,
7111,2,,2016-02-18T04:54:30.517,6,,90,90,2016-02-18T05:03:37.370,2016-02-18T05:03:37.370,,,,1,,7109,
7112,2,,2016-02-18T11:36:40.017,3,,10275,,,2016-02-18T11:36:40.017,,,,0,,2120,
7113,1,,2016-02-18T23:01:44.673,4,36,10284,,,2016-02-22T14:29:18.983,What is the percentage of degrees at each school earned through an exclusively distance-education program?,"collegescorecard",1,0,,,
7114,1,,2016-02-18T23:58:53.033,4,204,1652,,,2016-02-20T16:38:53.353,Recommendation letter dataset,"data-request,nlp",1,2,2,,
7115,1,,2016-02-19T05:15:31.820,0,30,10286,,,2016-02-19T05:15:31.820,Can any one help me in finding out the data sets for my project,"data-request",0,2,,,
7116,1,,2016-02-19T10:10:53.487,1,32,10288,10288,2016-02-19T10:21:49.230,2016-02-19T10:21:49.230,Looking for an open API for to get tracking information from an EMB code,"data-request,food",0,4,,,
7117,1,,2016-02-19T10:13:06.777,3,93,5487,5487,2016-02-19T10:29:04.410,2016-02-19T15:45:11.097,Is a dataset of Paint-like paintings available?,"data-request,images",1,1,,,
7118,2,,2016-02-19T14:38:03.937,2,,10235,10235,2016-02-19T15:45:11.097,2016-02-19T15:45:11.097,,,,0,,7117,
7119,1,7218,2016-02-19T17:21:00.753,3,63,9905,5601,2016-03-10T22:56:20.700,2016-03-10T22:56:20.700,Looking for equivalence of MIMIC-II v2.6 dataset in MIMIC-III v1.3,"mimic-iii",1,0,,,
7120,2,,2016-02-19T18:26:04.983,2,,1766,,,2016-02-19T18:26:04.983,,,,0,,7041,
7121,2,,2016-02-19T18:30:19.573,2,,1766,,,2016-02-19T18:30:19.573,,,,0,,6142,
7122,2,,2016-02-19T21:37:25.350,1,,1511,,,2016-02-19T21:37:25.350,,,,0,,7105,
7123,1,,2016-02-20T05:39:39.570,1,32,10295,,,2016-02-20T05:39:39.570,Archive of FedWire participants,"data-request,usa,finance,bank",0,0,,,
7124,2,,2016-02-20T16:38:53.353,2,,1511,,,2016-02-20T16:38:53.353,,,,2,,7114,
7125,1,,2016-02-20T23:58:30.940,3,38,1652,,,2016-02-20T23:58:30.940,Fruit ripening dataset,"data-request",0,1,,,
7126,1,,2016-02-21T08:06:58.217,6,288,6620,,,2016-09-07T02:38:41.697,Historical flight path data,"data-request,government",2,4,2,,
7127,1,,2016-02-21T10:54:24.973,3,137,10309,10309,2016-02-25T12:49:04.187,2016-02-25T12:49:04.187,Medical text corpus,"data-request,healthcare,machine-learning,nlp",0,2,,,Stumbler
7129,1,,2016-02-21T17:30:08.847,2,36,10310,70,2016-02-28T13:38:06.967,2016-02-28T13:38:06.967,2D Digital Subraction Angiography,"data-request,healthcare,images,medical",0,0,,,
7130,1,,2016-02-21T19:32:13.780,2,326,9442,70,2016-02-28T13:39:32.380,2016-02-28T13:39:32.380,How do I access ten years of craigslist archives?,"data-request,prices",1,0,,,
7131,1,,2016-02-22T00:59:33.813,1,32,10312,,,2016-02-22T00:59:33.813,How can I find out how many socks strideline and happysocks sell a day?,"data-request,usa",0,2,,,
7133,2,,2016-02-22T14:29:18.983,1,,8555,,,2016-02-22T14:29:18.983,,,,0,,7113,
7135,2,,2016-02-22T16:16:19.313,1,,263,,,2016-02-22T16:16:19.313,,,,0,,7130,
7136,1,,2016-02-22T16:27:02.263,4,38,10325,70,2016-02-28T13:39:11.033,2016-02-28T13:39:11.033,Historical Wave and Current data,"data-request,weather,historical",0,0,2,,
7137,1,,2016-02-22T16:34:28.747,2,108,10324,,,2016-02-22T16:57:53.823,What is meant by rolling 2-year averages in College Scorecard?,"collegescorecard",1,0,,,
7138,1,,2016-02-22T16:52:25.073,1,235,10324,4293,2017-01-19T21:46:18.897,2017-01-20T14:35:22.290,How is the repayment rate for College Scorecard calculated?,"usa,collegescorecard",1,0,,,
7139,2,,2016-02-22T16:57:53.823,3,,8555,,,2016-02-22T16:57:53.823,,,,0,,7137,
7140,1,7155,2016-02-22T16:58:20.957,4,55,10327,1511,2016-02-24T18:53:28.160,2016-02-24T18:53:28.160,Where can I get data for the popularity of a book?,"data-request,books",1,0,1,,
7141,1,,2016-02-22T19:03:21.150,1,10,10329,,,2016-02-22T19:03:21.150,FCC ASR - Strucht Incorrect?,"geospatial,data.gov,fcc",0,1,,,
7142,1,,2016-02-22T19:12:38.780,2,61,9558,4293,2017-07-02T15:01:15.313,2017-08-01T15:45:51.267,Historical events calendar database,"data-request,calendar",1,1,,,
7143,1,,2016-02-22T21:41:07.760,9,357,10235,-1,2017-04-13T12:57:29.950,2016-03-02T17:49:27.500,Is there a difference between open data and public data?,"licensing",2,6,2,,
7144,2,,2016-02-22T22:00:52.297,1,,10235,-1,2017-04-13T12:57:29.653,2016-02-22T22:00:52.297,,,,0,,705,
7145,1,,2016-02-22T22:49:39.937,2,86,10333,,,2017-04-29T13:43:17.670,Convenient way to get time of surgery in MIMIC-III,"mimic-iii",1,1,,,
7146,2,,2016-02-23T06:54:02.600,1,,10336,,,2016-02-23T06:54:02.600,,,,0,,5676,
7147,1,,2016-02-23T16:26:07.477,3,114,10337,10337,2016-02-23T20:48:00.047,2016-08-22T02:55:55.317,Searching data for habits,"data-request,machine-learning,uses-of-open-data",0,4,,,
7148,1,,2016-02-23T20:39:43.807,1,33,1652,-1,2017-04-13T12:33:38.710,2016-02-23T20:39:43.807,Rate of nutrient decay in fruit/vegetable juice,"data-request,healthcare,food",0,0,,,
7149,2,,2016-02-23T21:38:05.760,1,,10342,,,2016-02-23T21:38:05.760,,,,0,,787,
7151,1,,2016-02-24T06:39:24.227,1,31,2013,,,2016-07-17T19:50:16.297,"What is up with the ""no adjusted gross income"" data in the IRS SOI?","taxes,irs",1,4,,,
7152,1,,2016-02-24T06:50:46.090,3,47,10343,70,2016-02-28T13:37:56.247,2016-02-28T13:37:56.247,Free Archive of Africa weather data,"data-request,weather,africa",0,4,1,,
7153,2,,2016-02-24T12:04:02.497,5,,3745,,,2016-02-24T12:04:02.497,,,,1,,7055,
7154,1,,2016-02-24T15:47:45.990,1,21,10345,,,2016-02-24T22:33:30.557,Does the scorecard have data to determine revenues for the purpose of the 90/10 rule?,"collegescorecard",1,0,,,
7155,2,,2016-02-24T18:51:50.590,5,,1511,,,2016-02-24T18:51:50.590,,,,1,,7140,
7156,2,,2016-02-24T22:33:30.557,1,,8555,,,2016-02-24T22:33:30.557,,,,0,,7154,
7157,2,,2016-02-24T23:23:07.203,2,,10350,10350,2016-02-24T23:47:12.963,2016-02-24T23:47:12.963,,,,0,,3697,
7158,1,,2016-02-24T23:58:20.527,1,58,1652,,,2016-02-24T23:58:20.527,USCIS processing times history,"data-request,usa",0,0,,,
7159,1,,2016-02-25T04:32:42.757,3,110,10351,,,2016-02-25T07:54:03.620,US Senate/Congress Contact Info API,"usa,government,api",1,0,,,
7160,2,,2016-02-25T07:54:03.620,2,,90,,,2016-02-25T07:54:03.620,,,,0,,7159,
7161,1,,2016-02-25T10:38:00.693,2,26,10355,70,2016-02-28T13:37:41.667,2016-02-28T13:37:41.667,Downloadable Projected rainfall estimates for Ghana for the year 2016,"data-request,geospatial",0,0,,,
7162,1,,2016-02-25T14:19:34.993,2,186,10358,90,2016-02-25T20:18:24.810,2016-02-25T21:17:35.430,Database of Vehicles/License Plates,"data-request",1,0,0,,
7163,2,,2016-02-25T21:17:35.430,3,,2000,,,2016-02-25T21:17:35.430,,,,0,,7162,
7164,1,,2016-02-26T00:37:00.377,1,52,10366,,,2016-02-26T00:37:00.377,Getting the complete list of AEs x drug with openFDA,"openfda",0,10,,,
7165,1,,2016-02-26T02:16:04.407,1,16,1652,,,2016-02-26T02:16:04.407,"Number applications to the French Government Defense's PhD grant (Direction Générale de l'Armement, in short DGA)","data-request,research,france",0,0,,,
7167,1,,2016-02-26T15:19:45.770,4,350,10371,1511,2016-02-28T11:55:15.973,2016-02-28T11:55:15.973,Datasets based on casual conversations for chatterbots,"data-request,nlp,python,ai",1,0,1,,
7168,2,,2016-02-26T16:24:12.057,4,,1511,,,2016-02-26T16:24:12.057,,,,2,,7167,
7169,5,,2016-02-26T16:28:41.670,0,,1511,1511,2016-02-26T16:28:41.670,2016-02-26T16:28:41.670,,,,0,,,
7170,4,,2016-02-26T16:28:41.670,0,,1511,1511,2016-02-26T16:28:41.670,2016-02-26T16:28:41.670,,,,0,,,
7171,1,,2016-02-26T20:08:45.643,2,28,10374,1652,2016-02-26T23:42:36.157,2016-02-26T23:42:36.157,MIMIC-III linking d_icd table with diagnosis_icd,"mimic-iii",0,1,,,
7172,2,,2016-02-26T21:34:29.170,1,,3987,-1,2017-04-13T12:57:29.950,2016-02-26T21:34:29.170,,,,0,,4453,
7173,2,,2016-02-27T09:43:29.857,0,,1511,,,2016-02-27T09:43:29.857,,,,0,,1751,
7174,1,7181,2016-02-27T13:44:50.387,3,45,10380,90,2016-02-27T16:49:56.667,2016-02-28T03:07:03.800,Micro data on parental education,"data-request",2,2,,,
7175,2,,2016-02-27T21:49:25.100,1,,90,,,2016-02-27T21:49:25.100,,,,0,,7174,
7176,1,,2016-02-27T22:03:29.530,2,29,10386,1652,2016-02-28T05:27:55.547,2016-02-28T05:27:55.547,Data on press conferences from English-speaking press conferences,"data-request,sports,nlp,english",0,0,,,
7177,2,,2016-02-27T22:14:17.707,3,,1511,,,2016-02-27T22:14:17.707,,,,0,,4793,
7178,2,,2016-02-27T22:32:05.710,3,,1511,,,2016-02-27T22:32:05.710,,,,1,,6079,
7179,2,,2016-02-27T22:40:01.563,1,,1511,,,2016-02-27T22:40:01.563,,,,0,,1457,
7180,2,,2016-02-28T00:50:08.010,2,,6825,754,2016-02-29T03:41:22.507,2016-02-29T03:41:22.507,,,,2,,3730,
7181,2,,2016-02-28T03:01:12.163,2,,334,334,2016-02-28T03:07:03.800,2016-02-28T03:07:03.800,,,,0,,7174,
7184,1,,2016-02-28T18:07:46.310,2,72,10391,70,2016-03-04T18:41:59.870,2016-03-04T18:41:59.870,Looking for open dataset containing vacation / annual leave data for counties of the European Union?,"data-request,economics,europe",1,1,,,
7185,2,,2016-02-28T18:51:11.943,1,,90,,,2016-02-28T18:51:11.943,,,,6,,7143,
7186,1,,2016-02-29T04:29:32.400,3,74,10399,10399,2016-02-29T16:18:26.053,2016-02-29T16:18:26.053,"CSV dataset of cities, including population and latitude/longitude","data-request,geospatial,city,population",0,1,1,,
7187,1,,2016-02-29T06:57:11.303,3,163,10400,10401,2016-02-29T19:47:35.863,2016-02-29T19:47:35.863,Where can I get calendar events dataset in text format?,"data-request,machine-learning,nlp",1,0,,,
7189,2,,2016-02-29T10:27:34.407,3,,1834,,,2016-02-29T10:27:34.407,,,,0,,7187,
7190,2,,2016-02-29T10:32:02.007,1,,1834,,,2016-02-29T10:32:02.007,,,,0,,7184,
7191,1,,2016-02-29T12:48:44.383,1,15,10402,,,2016-02-29T12:48:44.383,Wikidata item add form template,"programming,wikidata",0,0,,,
7192,1,7317,2016-02-29T18:34:29.557,5,37,6825,,,2016-03-14T17:02:50.117,data set of family trees in GEDCOM format?,"data-request",1,0,0,,
7193,2,,2016-02-29T20:43:14.740,3,,8555,8555,2017-01-18T19:48:20.693,2017-01-18T19:48:20.693,,,,1,,7138,
7194,2,,2016-03-01T00:26:19.920,3,,10408,,,2016-03-01T00:26:19.920,,,,0,,7099,
7195,2,,2016-03-01T01:37:12.093,1,,90,,,2016-03-01T01:37:12.093,,,,0,,7099,
7196,1,,2016-03-01T06:10:22.947,1,411,10401,,,2016-03-24T00:55:51.180,Where can I get annotated data set for training date and time NER in opennlp?,"data-request,machine-learning,nlp",1,0,1,,
7197,1,,2016-03-01T06:17:54.773,2,51,5386,70,2016-03-04T18:41:06.350,2016-03-04T19:03:20.083,Length (Belgian) railway tracks,"data-request,geospatial,europe,public-transport",2,1,,,
7198,2,,2016-03-01T15:08:43.123,1,,263,,,2016-03-01T15:08:43.123,,,,4,,7197,
7200,1,7202,2016-03-01T16:59:51.553,2,111,9905,9905,2016-03-02T19:25:23.120,2016-03-02T19:25:23.120,Looking for admitting SAPS score for first hospitalization of patients in MIMICIII,"mimic-iii",1,0,,,
7201,1,,2016-03-01T17:39:31.123,2,45,10418,,,2016-03-01T20:53:32.523,Dataset from Nasa website,"data-request",0,2,,,
7202,2,,2016-03-01T18:17:14.510,4,,8938,,,2016-03-01T18:17:14.510,,,,2,,7200,
7204,1,,2016-03-02T00:12:14.857,3,200,10425,,,2016-07-01T16:19:40.660,College Scorecard API call returns all data in .json but only two fields in .csv,"collegescorecard,csv,json",1,0,,,
7206,1,,2016-03-02T10:42:34.147,0,53,8547,,,2016-03-02T10:42:34.147,how to download issues from asf jira,"data-request,api-request,data-format",0,3,,,
7208,1,,2016-03-02T12:04:43.633,5,1343,10417,70,2016-03-04T18:44:22.537,2016-03-07T15:58:43.450,Database world cities with their names in all languages of the world,"data-request,language,city",4,2,1,,
7209,2,,2016-03-02T12:34:04.257,6,,1834,,,2016-03-02T12:34:04.257,,,,5,,7208,
7210,1,,2016-03-02T12:43:32.320,1,39,10434,2976,2016-03-02T13:49:56.430,2016-03-02T13:49:56.430,Lake Bathymetry Open Data,"data-request,data.gov,environment",0,2,,,
7211,1,9170,2016-03-02T17:38:50.227,3,73,10399,,,2016-07-18T17:07:58.833,"Nuclide database - A, Z, BE, half-life, etc","data-request",1,1,1,,
7212,2,,2016-03-02T17:49:27.500,1,,639,,,2016-03-02T17:49:27.500,,,,2,,7143,
7213,2,,2016-03-02T19:11:19.153,2,,1511,,,2016-03-02T19:11:19.153,,,,0,,5470,
7214,2,,2016-03-02T19:27:02.183,1,,1511,-1,2017-04-13T12:57:29.653,2016-03-02T19:27:02.183,,,,1,,7208,
7215,2,,2016-03-02T19:48:18.720,4,,1511,,,2016-03-02T19:48:18.720,,,,1,,7208,
7217,2,,2016-03-02T22:07:27.543,1,,8938,,,2016-03-02T22:07:27.543,,,,0,,7145,
7218,2,,2016-03-02T22:10:14.340,4,,8938,,,2016-03-02T22:10:14.340,,,,0,,7119,
7220,1,9345,2016-03-03T15:59:11.670,7,61,1652,1511,2016-07-30T07:22:29.143,2016-07-30T07:27:20.093,Vaccination policies,"data-request,healthcare,global",1,0,,,
7221,2,,2016-03-03T19:08:53.907,2,,10452,,,2016-03-03T19:08:53.907,,,,0,,6402,
7222,1,,2016-03-03T19:21:52.527,1,79,8660,8660,2016-03-03T20:29:32.407,2016-03-03T20:29:32.407,Consumer Demographics for Individual Products,"data-request,business,products,demographics,income",1,1,,,
7223,1,,2016-03-03T19:28:15.487,3,73,10453,,,2016-03-03T19:28:15.487,Physionet.org - Sepsis Data Files?,"data-request,healthcare,mimic-iii",0,1,,,
7224,2,,2016-03-03T20:14:07.067,1,,1511,,,2016-03-03T20:14:07.067,,,,1,,7222,
7225,1,7230,2016-03-04T03:11:00.387,6,76,9398,,,2016-03-04T20:16:20.463,How to collect hand-writting data,"data-request,machine-learning,language,best-practice,research",1,4,,,
7226,2,,2016-03-04T08:10:17.853,1,,10458,,,2016-03-04T08:10:17.853,,,,0,,7197,
7227,1,,2016-03-04T09:57:09.243,1,70,10401,,,2016-03-04T09:57:09.243,How many sample sentences are required to train a model in opennlp?,"data-request,machine-learning,nlp",0,0,,,
7230,2,,2016-03-04T20:16:20.463,6,,1511,-1,2017-05-23T12:37:19.983,2016-03-04T20:16:20.463,,,,0,,7225,
7231,1,,2016-03-04T21:35:25.740,1,53,2514,,,2016-03-05T13:13:24.610,ZCTA regions in census files,"us-census,census",1,0,,,
7232,1,,2016-03-04T21:40:38.763,2,57,2514,,,2016-03-14T15:30:55.313,What is the latest census statistics on US demographics,"usa,us-census,demographics",2,0,,,
7234,1,,2016-03-05T01:08:10.730,2,86,10466,,,2016-03-06T19:13:57.863,loading MIMIC III into SQL Server,"mimic-iii",1,1,,,
7235,2,,2016-03-05T13:13:24.610,1,,334,,,2016-03-05T13:13:24.610,,,,0,,7231,
7236,2,,2016-03-05T13:19:14.233,4,,334,,,2016-03-05T13:19:14.233,,,,0,,7232,
7237,1,,2016-03-05T15:51:43.193,1,37,1652,,,2016-03-05T15:51:43.193,Text annotation tool dataset,"data-request,nlp",0,0,,,
7238,2,,2016-03-05T18:31:45.260,2,,10471,,,2016-03-05T18:31:45.260,,,,2,,5120,
7240,2,,2016-03-06T11:09:16.290,5,,10477,10477,2016-03-10T09:25:21.773,2016-03-10T09:25:21.773,,,,0,,7055,
7241,1,,2016-03-06T15:54:04.487,1,27,10481,,,2016-03-06T15:54:04.487,Search engine keyword relevance,"search-engine",0,0,,,
7242,1,,2016-03-06T16:38:02.717,2,30,10482,10482,2016-03-06T22:50:32.560,2016-03-06T22:50:32.560,Where i can get a list of most popular browsed servers domains by users of a specific country?,"data-request",0,0,1,,
7243,2,,2016-03-06T19:13:57.863,3,,5601,,,2016-03-06T19:13:57.863,,,,0,,7234,
7244,1,,2016-03-06T20:13:26.817,1,15,10437,,,2016-03-06T20:13:26.817,UN Comtrade Database- what is the difference between a partnercode and reportercode,"trade",0,0,,,
7245,1,,2016-03-07T06:02:28.737,1,197,10485,,,2016-03-07T06:02:28.737,where can i find sample free data set from super market purchase history with customer id?,"data-request,machine-learning,research",0,0,,,
7246,1,7247,2016-03-07T10:22:21.483,2,55,10488,,,2016-03-07T10:35:55.690,Wikipedia database: categories and category mapping across languages,"wikipedia",1,1,,,
7247,2,,2016-03-07T10:35:55.690,1,,3223,,,2016-03-07T10:35:55.690,,,,1,,7246,
7248,2,,2016-03-07T15:58:43.450,3,,8823,,,2016-03-07T15:58:43.450,,,,1,,7208,
7249,1,,2016-03-07T16:51:07.823,0,33,10491,,,2016-03-07T20:15:23.490,GIS and/or Maps regarding Ginseng in the United States.,"geospatial,maps",1,1,,,
7250,1,,2016-03-07T17:06:11.867,4,923,10492,,,2017-03-09T22:13:25.240,Corpus of tagged text (English newspapers or any tagged text),"english,corpora",2,1,1,,
7251,1,,2016-03-07T17:37:36.400,1,30,10494,10235,2016-03-08T06:44:40.873,2016-03-08T06:44:40.873,Property tax assessment,"data.gov,uk",0,1,,,
7252,1,,2016-03-07T19:00:49.800,2,103,10496,,,2016-04-09T22:27:25.197,College Scorecard Raw Data Question,"collegescorecard",1,0,,,
7253,2,,2016-03-07T20:15:23.490,1,,2686,,,2016-03-07T20:15:23.490,,,,0,,7249,
7254,2,,2016-03-07T21:19:26.183,1,,10499,1511,2016-03-08T20:05:21.630,2016-03-08T20:05:21.630,,,,0,,6977,
7255,1,,2016-03-07T21:51:23.243,4,68,8859,,,2016-03-07T21:51:23.243,Where can I get the images data set of skin diseases?,"data-request,medical,disease",0,0,1,,
7256,1,7257,2016-03-08T00:45:32.720,6,308,10501,,,2016-03-08T06:52:48.633,Is there an API for soft erotic pictures?,"api",1,0,1,,
7257,2,,2016-03-08T06:52:48.633,6,,90,,,2016-03-08T06:52:48.633,,,,1,,7256,
7258,1,,2016-03-07T10:24:06.803,2,52,10546,90,2016-03-21T22:20:31.747,2016-03-21T22:20:31.747,Where can i download spatio-temporal landslide station based dataset for india in .csv format,"geospatial,weather,research,india",0,2,0,,Nandhini
7259,1,,2016-03-08T10:43:39.897,1,19,1930,,,2016-03-08T10:43:39.897,Is there a vocabulary for linking machine data on the shopfloor?,"data-request,linked-data,ontology,json",0,1,,,
7260,1,,2016-03-08T15:29:58.267,3,46,10508,1511,2016-03-08T20:08:02.880,2016-03-08T20:08:02.880,Open data GeoRSS feeds,"geospatial,geocoding",0,1,,,
7261,1,7275,2016-03-08T15:54:37.867,5,129,5969,1511,2016-03-08T20:06:16.200,2016-03-09T19:31:20.517,Is there an open database with characteristics of tree species?,"data-request,research",1,1,,,
7262,1,,2016-03-08T16:11:49.577,1,108,10510,10510,2016-03-10T23:34:28.010,2016-03-10T23:34:28.010,College scorecard data dictionary Stata code?,"collegescorecard",0,3,,,
7263,1,7332,2016-03-08T16:55:53.467,2,285,10511,10511,2016-03-08T17:18:17.720,2016-03-15T22:34:04.787,College Scorecard data dictionary missing academic.program_available.XXX entries,"api,collegescorecard",1,0,,,
7264,1,,2016-03-08T18:20:12.260,2,19,10494,,,2016-03-10T18:43:50.343,StateWide Collated Public county data set,"county",1,0,,,
