Id,CreationDate,DisplayName,LastAccessDate,Views,UpVotes,DownVotes,AccountId
10526,1457516688,Michael Cadena,1458105474,1,1,0,8009339
10527,1457517128,Mimi,1457517128,0,0,0,8009388
10528,1457519400,Edmond Shtogu,1499394042,0,0,0,7642850
10529,1457520409,Gangadharan,1457520409,0,0,0,1074838
10530,1457533733,Styx_,1457533733,0,0,0,5893461
10531,1457563554,Henk,1473928426,0,0,0,344173
10532,1457569257,Niki Dimitrov,1475136503,0,0,0,5543836
10533,1457573196,marklam,1469760745,0,1,0,23637
10534,1457573428,BillH,1457573428,0,0,0,150002
10536,1457586703,Michael Stewart,1490085082,0,1,0,8015359
10537,1457588776,user106751,1461962209,2,0,0,6837228
10538,1457596103,MAP,1500405395,0,2,0,1385352
10540,1457598388,logan,1485432442,0,0,0,3727551
10541,1457598562,Brian O'Donnell,1486267382,0,1,0,372648
10542,1457617527,rjboyd,1457617527,0,0,0,8017985
10544,1457620201,Karthik,1487158971,0,0,0,352559
10546,1457647982,Nandhini,1496533075,1,0,0,6307411
10547,1457659835,Abbe,1473132085,1,1,0,2635173
10548,1457660236,dkocich,1479284855,0,0,0,5040313
10551,1457678863,user2761669,1457678863,0,0,0,3281063
10552,1457679317,kjo,1470668617,0,0,0,270089
10553,1457681070,dukedave,1457681070,0,0,0,11032
10555,1457689065,gadubishe,1460435971,0,0,0,1162081
10556,1457697280,rob c,1457697280,1,0,0,7755474
10557,1457734900,Wally,1457734900,0,0,0,4448058
10558,1457754863,Arefeh,1457754863,0,0,0,7932854
10561,1457781203,user3728501,1457781203,0,0,0,480174
10562,1457790587,jwjb,1468241442,0,0,0,2407366
10563,1457796882,tox123,1457796882,0,0,0,2933091
10564,1457799638,GarySharpe,1457810574,1,0,0,1383971
10565,1457800337,rattray,1457804267,0,1,0,1042771
10566,1457805327,D3x Dev,1457805327,0,0,0,7864420
10567,1457806577,Fat_Tony,1457806577,0,0,0,7898378
10568,1457827574,Shrikant Prabhu,1490265314,0,0,0,135086
10569,1457829695,neuropet,1457829695,0,0,0,6693980
10570,1457837935,Angersmash,1481459500,1,0,0,3395154
10571,1457840257,Bouzoul Ferial,1457840257,0,0,0,8033019
10572,1457845580,mylimo,1457845580,0,0,0,8029480
10575,1457863226,silverstone,1475661839,0,0,0,8034574
10576,1457868261,makedo,1457868261,0,0,0,8033976
10577,1457871339,Anish,1500217944,0,2,0,1551437
10578,1457888314,odds,1457888314,0,0,0,3222740
10579,1457900281,Shadi Namrouti,1457900281,0,0,0,4119825
10580,1457910320,freerunner,1472589435,0,0,0,1830106
10581,1457914196,George,1497405932,0,0,0,6241713
10582,1457915033,Benoit Lacherez,1457915033,0,0,0,6297433
10583,1457916525,andrewmalarkey,1457916525,0,0,0,8030081
10584,1457921040,Rens van der Heijden,1457921040,0,0,0,6140314
10585,1457921466,Mubashar Ahmed Hassan,1460777926,0,0,0,3883305
10587,1457946827,Mercury,1459123893,1,1,0,1230478
10589,1457950724,gordonje,1457950724,0,0,0,7654839
10590,1457955048,Ulkoma,1457955048,0,0,0,1360616
10591,1457980807,Darby,1472971837,0,0,0,2133289
10592,1457983565,Dossey Richards,1457983565,0,0,0,5756097
10593,1457992923,COMP Superscalar,1457992923,0,0,0,8013650
10594,1457995507,Bishisht Bhatta,1471758368,2,0,0,3253118
10595,1458004979,Mario Alemi,1458004979,0,0,0,300698
10596,1458005242,mox,1458769804,0,0,0,453081
10597,1458010985,aldo,1458010985,0,0,0,7351217
10598,1458014063,modLmakur,1458188692,0,0,0,7915599
10599,1458016332,der gnirreh,1458016332,0,0,0,8047476
10600,1458024337,Tom Wojcik,1458024337,0,0,0,7700768
10601,1458026189,nigar_ali,1458026189,0,0,0,8048443
10602,1458031243,gerosalesc,1458031243,0,0,0,2146212
10603,1458031835,Cesar Orozco,1458031835,0,0,0,8047749
10605,1458041441,JENN,1458041441,0,0,0,8049831
10606,1458055809,Syed Arefinul Haque,1458638103,0,0,0,2978804
10607,1458060101,RainierMallol,1494376928,1,4,0,2777252
10609,1458063601,bdetweiler,1471519944,0,0,0,192101
10611,1458080865,Steen,1459906806,1,0,0,784
10612,1458083937,HTDE,1458083937,0,0,0,7284136
10613,1458090002,Stuart Bruff,1458090002,0,0,0,6938160
10614,1458091138,hplieninger,1458091138,0,0,0,2966610
10615,1458091284,specialvict,1459050203,0,0,0,5203977
10616,1458097172,marts,1458097172,0,0,0,3938935
10617,1458102100,jso1226,1460352718,0,0,0,6663030
10618,1458106741,jmass22,1495533789,0,0,0,3742926
10619,1458107622,Danil,1458159744,0,0,0,7805749
10620,1458117775,Ashley Dilworth,1460456612,0,0,0,7610441
10621,1458119122,saghi,1462769127,0,0,0,5571438
10622,1458121312,Joel Handwell,1483172573,0,0,0,1257521
10623,1458128149,user1925686,1502979634,0,0,0,2174737
10625,1458129637,kodi1911,1470956727,1,0,0,3509030
10626,1458136078,Mike Yinger,1458136078,0,0,0,359632
10628,1458172358,Daniel Gerigk,1458172358,0,1,0,2478186
10629,1458179338,Zubair,1462483197,0,1,0,64680
10630,1458179378,Singlet,1458179378,0,0,0,113032
10631,1458179936,Theodor,1469921958,0,0,0,2579913
10632,1458181185,Tom Kealy,1458181185,0,0,0,393676
10633,1458189223,Juvy Liwanag Navarro,1458325853,0,0,0,8052043
10634,1458195891,B0dz1o,1503369050,0,0,0,6587830
10635,1458203456,Ben Q,1458210939,0,0,0,6468207
10636,1458229676,Ben Cann,1458229676,0,0,0,5318469
10637,1458237442,Ala,1458660433,0,0,0,8066818
10638,1458255408,Miguel M.,1458527366,0,0,0,7552620
10639,1458256185,Tanmay Deshpande,1475008739,3,0,0,3051416
10640,1458262146,Shahzad Bacha,1476648087,0,1,0,7680420
10641,1458262205,greenPadawan,1458262205,0,0,0,7635187
10642,1458267018,spragga,1459784014,0,0,0,2989054
10643,1458300257,David Hiles,1458304844,0,0,0,8072516
10644,1458320503,Aaron Kreider,1493976034,1,1,0,457541
10645,1458332834,Deepankar,1473386796,1,0,0,7186994
10646,1458339592,Gal Hever,1465263656,0,0,0,6918639
10647,1458350997,mlist,1458350997,0,0,0,1468579
10648,1458354185,santosh singh,1458354185,0,0,0,8075142
10649,1458384996,Richard Law,1495939047,2,3,0,1234456
10650,1458395103,Johanna,1479829807,0,0,0,2744010
10651,1458404443,Josh Marinacci,1461312223,0,0,0,87246
10652,1458413374,ziggy,1503168995,2,7,0,7473134
10653,1458434275,Sayid,1492483193,0,0,0,1451350
10654,1458447568,Justyna Pelc,1458447568,0,0,0,8080500
10655,1458448827,ann,1459887988,0,0,0,8080334
10656,1458450676,Sean Owen,1503370760,0,3,0,25066
10657,1458452727,Qualia Analytics,1458452727,0,0,0,8080820
10659,1458455901,Bryan Roach,1458455901,0,0,0,33716
10660,1458499562,ordsky,1458499562,0,0,0,7694255
10661,1458505568,jeremy ross,1458524909,0,0,0,8084203
10662,1458506250,mork,1497909130,0,0,0,2860880
10663,1458517273,Adriano Almeida,1458651019,0,0,0,2115513
10664,1458520129,alias_neo92,1475706562,0,0,0,4049555
10665,1458531598,igr33dy,1458531598,0,0,0,8084499
10666,1458534595,Bryan,1458572451,0,0,0,3032027
10667,1458542033,meloncholy,1458542033,0,0,0,326820
10668,1458552132,forrestchev,1463638098,1,2,0,7896909
10669,1458556143,Elan,1485426511,0,0,0,5559329
10671,1458575064,Mad Jack,1490749642,2,2,0,3907671
10672,1458580671,xmarcos,1458580671,0,0,0,112450
10673,1458584776,onecloudyday,1458584776,0,0,0,8090887
10674,1458585527,AlphaStax,1458585527,0,0,0,8089159
10675,1458592189,PanchoVarallo,1458592189,0,0,0,8008392
10677,1458610940,mlegge,1458610940,0,0,0,3640362
10679,1458620071,user6031562,1458917770,0,0,0,7994888
10680,1458622321,Scott Close,1462340696,0,0,0,5431488
10682,1458632309,Policy Research,1458632309,1,0,0,8095890
10683,1458658616,Paul Milovanov,1481380901,0,0,0,40791
10684,1458659542,Dendi Suhubdy,1502720055,0,1,0,4264924
10685,1458661275,Kevin Glynn,1489026180,0,0,0,6643075
10686,1458663784,esw12,1458663784,0,0,0,6491879
10687,1458664054,Arvind,1458664054,0,0,0,5601841
10688,1458665794,justin,1464776473,0,2,0,1089414
10689,1458675858,Quang Vĩnh Hà,1479644534,0,0,0,6220947
10690,1458685081,soberga,1458685081,0,0,0,556889
10691,1458689529,Lars de Bruijn,1458689529,0,0,0,4362849
10692,1458691679,Matrika,1459895437,1,0,0,4546202
10693,1458693728,Jay,1475196130,0,2,0,164079
10695,1458714819,Kutz,1458714819,0,0,0,2978803
10696,1458716124,sbha,1464591098,0,0,0,3663205
10697,1458721790,andrefaria,1458721790,0,0,0,97542
10698,1458725636,ciscoheat,1458725636,0,3,0,27027
10699,1458727302,Giovanni Di Noia,1488709416,0,0,0,164277
10701,1458731907,Tyler Parker,1458731907,0,0,0,5162850
10702,1458736506,robust,1458736506,0,0,0,4011225
10703,1458736797,sdas_xtreme,1458736797,0,0,0,6225711
10704,1458737411,Henrik Solgaard,1458739005,0,0,0,6012597
10705,1458739913,myrix,1481940286,0,0,0,2295259
10706,1458751558,Abinash Koirala,1458751558,1,0,0,1476150
10707,1458771690,Harrymok,1458771690,0,0,0,8107424
10708,1458773690,Wouter Beek,1458773690,0,0,0,1224801
10709,1458774580,Matt Wallis,1481116369,0,0,0,350059
10710,1458784093,Omer Yoahimik,1458784093,0,0,0,6581375
10711,1458784667,Fabio Lamanna,1499577598,0,2,0,3196142
10712,1458790655,E_net4,1492482918,0,0,0,1278589
10713,1458790877,XciD,1458790877,0,0,0,3408385
10714,1458791964,Alexander Rodin,1485999334,0,0,0,1711041
10715,1458797766,Dean MacGregor,1458797766,0,0,0,2036464
10716,1458805895,ddaaggeett,1458805895,0,0,0,3903617
10718,1458811798,DJJ,1502863423,0,0,0,2378890
10719,1458831348,MithPaul,1459752762,0,0,0,3839540
10720,1458834040,Stephan De Spiegeleire,1458922421,0,0,0,8112806
10721,1458852125,MeysaM,1458852125,0,0,0,94277
10722,1458853438,rocendroll,1458853438,0,0,0,6192204
10723,1458859166,PNPTestovir,1459200652,0,0,0,8046795
10726,1458876275,DaveV,1490087867,0,0,0,5678883
10727,1458880885,Ashok Ramachandran,1460100539,1,0,0,2279373
10728,1458895111,hdekker,1458895111,0,0,0,3998404
10729,1458897054,mihiriyer,1474366612,0,0,0,8117505
10730,1458911092,Jan van der Vegt,1495427376,1,0,0,5974351
10731,1458911923,John Waller,1458911923,0,0,0,6202989
10732,1458922120,user11318,1459837732,0,0,0,8104468
10733,1458932506,Mohammad Shahadat Hossain,1458932506,0,0,0,2683178
10735,1458960845,Brady Lee,1458960845,0,0,0,3121728
10737,1458968612,Sam Gilbert,1461806855,0,1,0,5103436
10739,1458976238,gustf,1471252650,0,0,0,3500616
10740,1458981262,user10740,1458981262,0,0,0,8122379
10741,1459020924,Bruno Moreno,1490935351,0,0,0,1607010
10742,1459024694,not.K,1482074204,0,0,0,8042887
10743,1459025001,Hanish Kathpal,1489091339,0,0,0,8124489
10744,1459028290,Thibaut Barrère,1492901010,0,0,0,10687
10745,1459029774,Muhammad Usman Saleem,1459056388,0,0,0,4504103
10746,1459038703,d3pthios,1459038703,0,0,0,8125163
10747,1459075783,Tim Couwelier,1462344473,0,0,0,2551260
10749,1459084543,misheekoh,1460709470,0,0,0,4775950
10750,1459085616,Praveen Kumar,1459085616,0,0,0,210807
10751,1459088517,Sara,1459229624,3,0,0,5546849
10752,1459096135,Sedrick Jefferson,1480386778,0,0,0,2819940
10753,1459114443,楊宗岳,1459114443,1,0,0,8119935
10755,1459120959,envy_intelligence,1460186969,0,0,0,3963801
10756,1459121317,Ramesh A,1459121317,0,0,0,531327
10757,1459129741,Joeri,1459129741,0,0,0,8088260
10758,1459139382,Data Newbie,1459311572,0,0,0,8132026
10759,1459142075,haky_nash,1465413740,0,0,0,4215599
10760,1459149429,chchannn,1459161862,0,0,0,5935350
10761,1459155583,user11557,1459289736,0,0,0,8133324
10762,1459158038,Yla Tausczik,1459158038,0,0,0,7877781
10763,1459180738,GantengX,1467859411,0,0,0,150988
10764,1459185618,Sean,1459189074,0,0,0,5332837
10765,1459192951,snd,1459192951,0,0,0,4186949
10766,1459198884,Pritz,1477879079,0,0,0,6709293
10767,1459200049,Mike Boutin,1459200049,0,0,0,8127624
10768,1459202589,Kevin Bolger,1459202589,0,0,0,7488787
10769,1459206820,user3774594,1459206820,0,0,0,4660108
10770,1459209093,Giovani Poletto,1459209093,0,0,0,8137509
10771,1459209727,N.N.,1481448597,1,0,0,3439375
10772,1459217177,Pak,1459217177,0,3,0,3995697
10773,1459222723,Chris,1459280969,0,0,0,307765
10774,1459224526,D Boy,1459425058,0,0,0,267277
10775,1459228006,Utilfy,1459228006,0,0,0,8139605
10777,1459237357,user1387793,1468822535,0,0,0,1477803
10778,1459238290,fhlgood,1459238290,0,0,0,7816270
10779,1459245306,barryjames,1459245306,0,0,0,4071653
10781,1459252429,Leslie Peak,1459252429,0,0,0,8141698
10782,1459262451,Ryan H. Megredy,1459262451,0,0,0,8142549
10783,1459275258,yoyo_fun,1482990122,0,0,0,7521194
10784,1459279241,Amr Ali,1460546551,0,0,0,2033208
10785,1459286498,Sherlock,1459286498,0,0,0,2346860
10786,1459296045,delete me,1459296045,0,0,0,8130471
10787,1459299097,Sininho,1459299097,0,0,0,7713326
10788,1459299663,Shlag Stag,1494944520,0,0,0,3112357
10789,1459314311,Amir Iskander,1459314311,0,0,0,954629
10790,1459317359,littleROSE,1474537139,0,0,0,4069791
10791,1459325151,Brett Zamir,1459326056,1,2,0,100822
10792,1459325696,Phil,1459325696,0,0,0,59697
10794,1459335903,rudolph,1460014296,0,0,0,3242926
10795,1459340590,kwiesmueller,1459345030,0,0,0,8147750
10796,1459350028,AER,1478447530,0,0,0,3934739
10797,1459356029,Atif Imam,1464165219,0,0,0,5345948
10799,1459387135,Desert Rose,1497383675,0,0,0,1576876
10800,1459387801,Sirajus Salayhin,1472632755,0,0,0,369948
10801,1459388768,LetsPlayYahtzee,1459388768,0,0,0,5069553
10802,1459390282,Jesse,1472800958,0,0,0,4292265
10803,1459395857,Roy Wakefield,1459528244,0,0,0,8095073
10805,1459398897,Eric White,1459398897,0,0,0,119017
10806,1459404488,Nico Coallier,1492411922,0,0,0,5657275
10807,1459411724,Aerath,1459411724,0,0,0,7603553
10808,1459418686,quantCode,1459418686,0,0,0,7200503
10809,1459445469,Chris Gonzales,1459446580,0,0,0,377783
10810,1459449776,Diyi Wang,1459449776,0,0,0,8011050
10811,1459455625,Mladen Drobnjaković,1459455625,0,0,0,3164151
10812,1459457617,Andy Dickinson,1464778196,0,0,0,8159369
10814,1459468552,John D,1459476317,0,1,0,2609068
10815,1459472426,Damian Wilbur,1459779141,0,0,0,7230861
10816,1459475689,cal97GG,1459475689,0,0,0,8161085
10817,1459478596,Pragya Jaiswal,1497915850,0,0,0,6149222
10818,1459480910,Alexander Remesch,1459480910,0,0,0,271167
10819,1459482686,AaronJPung,1478517319,0,0,0,6891039
10820,1459483860,J Sha,1459483860,0,0,0,6971489
10821,1459494891,jana,1462264905,0,0,0,8163031
10823,1459510162,Daniel Bray,1459510162,0,0,0,8164215
10824,1459514229,realplay,1482501444,0,0,0,3788505
10826,1459543005,Thyag,1485164015,0,0,0,1412551
10828,1459544321,PeterJ,1462931103,0,1,0,1750581
10829,1459566083,Liam Cotega,1459566083,0,0,0,1565499
10830,1459566126,Liam Cavanagh - MSFT,1499578292,0,0,0,5489367
10831,1459574059,JonasPedersen,1478751172,0,0,0,5255510
10832,1459574717,Vassiliy Vorobyov,1460143475,0,0,0,6652231
10833,1459577946,gecube,1459577946,0,0,0,358119
10834,1459588944,villager,1469199664,0,0,0,2234149
10835,1459604428,drobertson,1483505032,0,0,0,392694
10836,1459606955,Shane Halloran,1459606955,0,0,0,6814172
10838,1459624474,Eka,1487570429,1,0,0,974718
10839,1459639128,qba73,1459639128,0,0,0,58184
10840,1459644950,sushidub,1487524584,0,0,0,639388
10841,1459656937,tmthydvnprt,1463807286,0,1,0,2386595
10843,1459664454,ThePhoenix47,1459664454,0,0,0,6763534
10844,1459665889,ashwinids,1501374875,0,1,0,5139517
10845,1459672788,Brian Borchers,1484332325,0,0,0,510887
10846,1459673593,raygozag,1459680957,0,0,0,117847
10847,1459675277,22332112,1477224667,1,0,0,3272373
10848,1459678272,Ash_Crow,1469775216,0,0,0,5738663
10849,1459681492,Janahan,1459681492,0,0,0,1489817
10850,1459685008,Yakym Pirozhenko,1459685008,0,0,0,5816499
10851,1459697329,Water Crane,1460242697,1,0,0,8156672
10852,1459715341,Dmitriy Selivanov,1474320696,0,1,0,1069670
10853,1459716864,Mr.Phoenix,1486511314,0,0,0,1405483
10855,1459720122,江锦东,1465163582,1,0,0,6257488
10856,1459723048,boardrider,1471230281,0,1,0,1823337
10857,1459723828,Giorgio Sorbara,1466473407,0,0,0,8176376
10859,1459725170,bwright,1498697244,1,0,0,5695443
10862,1459734326,Vardan Harutunian,1461619792,0,0,0,7642771
10863,1459735467,John,1491261436,1,0,0,934415
10865,1459750277,Okx,1472710300,0,0,0,4314736
10866,1459752138,SilentKnight,1459752138,0,0,0,4871452
10867,1459768109,rickyrobinett,1459768109,0,1,0,3644176
10868,1459769180,pmagbagbeola,1459769180,0,0,0,3833806
10869,1459770893,Mitchell Williams,1459777235,0,0,0,7076496
10870,1459775279,mgalka,1481220520,2,0,0,6390519
10871,1459786186,Sandra Mephisto Duwa,1459786186,0,0,0,8181998
10872,1459790117,Kamron K.,1459790117,0,0,0,442892
10873,1459796693,Suhas,1463792627,0,0,0,2315491
10874,1459802979,smacdonald,1459802979,0,0,0,248158
10875,1459806177,user1716760,1459806177,0,0,0,1900869
10876,1459811408,Oligarchic Tendencies,1492419227,0,0,0,4185494
10879,1459817423,Aakash,1501814015,1,0,0,5092133
10881,1459834400,Jenna,1495452237,0,0,0,6160654
10883,1459842513,Murtaza Kanorwala,1459842513,0,0,0,8148401
10884,1459849069,Henry,1459849069,0,0,0,19551
10885,1459855095,Chris.Wilson,1459855095,0,0,0,4438629
10886,1459856722,user6153087,1482600837,1,0,0,8173495
10887,1459867798,Jon Schoning,1459867798,0,1,0,59109
10888,1459869479,Wahyu Handy,1484586617,0,0,0,3799744
10889,1459882643,user10889,1460906265,0,0,0,8190037
10891,1459883904,Haitham Saleh,1459883904,0,0,0,5225826
10892,1459886546,user1605665,1499204647,0,0,0,1757847
10893,1459896963,Pranav Waila,1459896963,0,0,0,1594620
10894,1459900009,Strictly Dispersed,1459900009,0,0,0,5561023
10895,1459900637,renatosjoao,1459900637,0,0,0,186028
10896,1459906866,diasks2,1460125225,0,0,0,1333353
10897,1459916520,humematu,1459916520,0,0,0,8193633
10898,1459916796,foebu,1470898022,0,0,0,3531316
10899,1459920523,Abdou,1488018385,0,0,0,3774125
10900,1459923697,Weirdsourcer Bayo,1470988287,0,0,0,7493215
10901,1459926375,Sukumar,1460545644,0,0,0,961454
10903,1459933152,user50277,1461121754,0,0,0,1591681
10905,1459936430,lps,1503056553,0,2,0,3445800
10907,1459936615,user27635,1459936615,0,0,0,3007256
10908,1459942937,miselico,1459942937,0,0,0,1986008
10909,1459949514,dwjohnston,1502192405,3,2,0,1068606
10910,1459950965,conor,1459950965,0,0,0,2027038
10911,1459953520,Lucas Volochen Oldoni,1459953520,0,0,0,8197114
10912,1459961119,Shaun Zyrille,1459963106,0,0,0,5569460
10913,1459963851,Nessai Reberpor,1460007609,0,0,0,8197765
10914,1459972614,DrKaoliN,1466506435,0,0,0,1507386
10915,1459985905,Nathan,1459985905,0,0,0,196956
10916,1459988723,Andy K,1459988723,0,0,0,3033490
10917,1459991430,Ankit Khettry,1464815656,0,0,0,2900588
10918,1459996964,ZTaylor,1459996964,0,0,0,6555344
10919,1460004877,hellowstone,1460004877,0,0,0,941242
10920,1460005241,Dwayne Hinterlang,1460005241,0,0,0,1123460
10921,1460005936,FinanceGardener,1460005936,0,0,0,2399067
10922,1460008504,WAF,1483069030,1,1,0,260659
10924,1460016650,Michael O'Neil Patrick Harris,1460016650,0,0,0,8062423
10925,1460017579,Dominik Batorski,1460017579,0,0,0,1961707
10926,1460020303,Avnee,1480232782,0,0,0,7341676
10927,1460023275,Nathan Johnson,1478007790,0,0,0,8203629
10928,1460026069,Joel,1460026069,0,0,0,7110084
10929,1460027087,Arthur Morris,1497850862,1,0,0,7639160
10930,1460031289,Dmitry Polyakovsky,1460031289,0,0,0,386300
10931,1460032092,N Taright,1500377648,0,0,0,7563561
10932,1460046791,John Xie,1474375155,0,0,0,5899000
10933,1460048045,Teerth Brahmbhatt,1460048045,0,0,0,8205189
10934,1460049212,Ketakee Nimavat,1461646118,0,1,0,5754300
10935,1460056105,Shobhit Puri,1460057093,0,2,0,1371289
10936,1460066151,MJoseph A,1460066151,0,0,0,7098980
10937,1460069239,richar8086,1497820453,0,0,0,2422129
10939,1460070569,Mornin Feng,1473560850,0,0,0,8206910
10940,1460106166,To Lennon,1495529360,0,0,0,5616459
10941,1460111773,André B.,1460111773,0,0,0,159270
10943,1460120417,unkind,1460121610,1,0,0,5969506
10944,1460133075,Kevin V,1460133075,0,0,0,5487616
10945,1460159190,ozhank,1463845875,0,0,0,8174849
10946,1460174285,Swamy,1460524574,0,0,0,1567871
10947,1460196224,Dan Halperin,1460196224,0,0,0,1899282
10948,1460201505,Ross,1460202408,0,0,0,392419
10949,1460207086,davidbak,1460207086,0,0,0,391098
10950,1460224338,KKendall,1466668649,0,1,0,974347
10953,1460257859,Naseer Ahmed,1485257319,0,0,0,3475107
10956,1460267491,Mike Chirico,1461419732,0,0,0,533647
10957,1460273044,alexander.polomodov,1460273044,0,0,0,2600845
10958,1460285152,TaijaQ,1460285152,0,0,0,8219494
10959,1460296132,ChristopherJ,1461548056,0,0,0,1466151
10960,1460302893,Emily,1468217462,0,0,0,4258608
10961,1460307819,Ayush Tak,1460307819,0,0,0,8223035
10962,1460313658,Hitster GTD,1460313658,0,0,0,7977103
10963,1460327932,Wai Ha Lee,1469711628,0,0,0,1445276
10964,1460335666,Peaceful,1501475829,0,0,0,2784796
10965,1460336191,Kizzle,1460336191,0,0,0,8225364
10966,1460344663,Ceem,1483467768,0,0,0,8187036
10967,1460346158,Ayallah Awad,1460346158,0,0,0,7788047
10968,1460351523,FlowerKitson,1460351523,0,0,0,8226816
10969,1460361819,Peter Tretyakov,1460363679,0,1,0,1519932
10970,1460366530,Joe Harkness,1479461179,1,0,0,8228445
10971,1460367338,Pushpreet Singh Sethi,1492198695,0,0,0,7355055
10973,1460376717,Greg Brimble,1460376717,0,0,0,7309049
10974,1460377607,Stephen Bridgwater,1460378874,0,0,0,6413068
10975,1460388620,Nxaunxau,1482336334,0,0,0,2892579
10976,1460390583,brandon,1460390583,0,0,0,8230045
10977,1460410840,user503207,1502679818,0,0,0,236000
10978,1460417095,nkosiyethu,1460894564,0,0,0,8232140
10979,1460417483,moldovean,1460417483,0,2,0,929792
10980,1460420606,Kim Stebel,1460420606,0,1,0,19721
10981,1460428026,R.S.,1460428969,0,1,0,3319911
10982,1460436383,tyolan,1460502812,0,0,0,4723519
10983,1460439226,sheldon_cooper,1460439226,0,0,0,42491
10984,1460440671,Rochana Nana,1476142182,0,0,0,6203585
10986,1460458441,CMB,1460458441,0,0,0,6409988
10987,1460467253,j.pramuk,1460473388,0,0,0,8230480
10988,1460471889,leanne,1462801135,0,1,0,832062
10990,1460484393,chuckdub,1460484393,0,0,0,8237057
10991,1460485110,user2620789,1500454021,0,0,0,3095514
10992,1460487606,Trevor Orr,1460487606,0,0,0,460843
10994,1460503816,santoXme,1472520033,0,0,0,6448004
10995,1460515430,midnight1247,1460515430,0,0,0,1351815
10996,1460517833,Johannes,1464901331,0,0,0,8068514
10997,1460517840,Injitea,1502010239,0,0,0,2034163
10998,1460523463,guillesalazar,1460598654,0,1,0,3761871
10999,1460523535,RustyBrain,1460523535,0,0,0,6814682
11000,1460536015,bonnaix,1471669888,0,0,0,5373732
11001,1460542817,Andreas Mueller,1460544244,0,2,0,344360
11002,1460543688,Alberto Jaimes,1460543688,0,0,0,5505142
11004,1460569073,Rolando,1460569073,0,0,0,47447
11005,1460576368,Sashank Allamraju,1476209487,0,0,0,8246206
11007,1460591408,Vishal R,1460591408,0,0,0,1333550
11008,1460593091,Ray,1496461172,0,0,0,7614012
11009,1460602997,Harrison Jones,1460602997,0,0,0,2914585
11010,1460608184,jjmontes,1483002222,0,1,0,173152
11011,1460609677,Stenio Fernandes,1460942614,0,0,0,6291535
11012,1460613770,marc.fargas,1460613770,0,0,0,2037057
11013,1460619422,Han Lazarus,1479639804,0,0,0,5810532
11014,1460621219,qbt937,1460621219,0,1,0,5073928
11015,1460621376,wodole,1487815282,0,0,0,3902246
11016,1460632231,Shadi,1460632231,0,0,0,8251730
11017,1460660930,Mohanavel,1460660930,0,0,0,6017472
11018,1460665417,Chen,1460740458,0,0,0,2314221
11019,1460678322,SteveC,1460678322,0,4,0,13732
11020,1460694184,Nightowl,1469224349,0,0,0,8256800
11021,1460698147,Perseus Smith,1460698147,0,0,0,7265432
11022,1460700666,Herb Lainchbury,1460700666,0,0,0,4142075
11023,1460700901,dougrhess,1480835988,0,0,0,8257525
11024,1460704588,S SARKAR,1460704588,0,0,0,8257830
11026,1460711194,smoss321,1460711194,0,0,0,8258407
11027,1460712336,DavidJ,1460712336,0,0,0,111749
11028,1460717814,Garet Claborn,1460719765,0,1,0,281613
11029,1460718723,Nikolai,1460718723,0,0,0,8258300
11030,1460728288,mg1075,1497610358,0,6,0,257502
11031,1460754067,Bjoern,1465420787,1,0,0,8260731
11032,1460772698,NickZ,1460775502,1,0,0,8261826
11034,1460804839,Kai Yin,1463391887,0,0,0,3255412
11035,1460808563,Aabir Abubaker,1460808563,0,0,0,8263924
11036,1460833848,user321600,1460833848,0,0,0,8265186
11037,1460842093,Praveen,1460842093,0,0,0,7820884
11038,1460845784,MiniQuark,1461618356,0,1,0,17306
11039,1460847853,Ahmad Zain,1498476938,0,0,0,1247369
11040,1460861414,Greg,1460861414,0,0,0,1177849
11041,1460868795,homalm,1463678922,1,0,0,3683793
11042,1460869349,Nick Plummer,1467344335,1,0,0,8267245
11043,1460877426,user584029,1460877426,0,0,0,4964770
11044,1460880483,mike,1460881487,0,0,0,5515388
11045,1460880573,Nick Heiner,1489821655,0,1,0,49568
11046,1460881575,Ganesh N,1460881575,0,0,0,3528916
11048,1460887086,MadMike,1460968426,0,1,0,176013
11049,1460897708,Phoenixxe,1460975226,0,0,0,1139312
11050,1460913613,Gaelle,1460913613,0,0,0,8269688
11052,1460919356,Zaile,1487672061,0,3,0,7273459
11053,1460920225,Mengdi Zhang,1460938026,0,0,0,8270156
11054,1460925308,karan sindwani,1468983050,0,0,0,7641314
11055,1460927635,Muktinath Vishwakarma,1460927635,0,0,0,431414
11057,1460939480,michael,1493742363,0,0,0,8271792
11058,1460953141,Missy T.,1460953141,0,0,0,8273218
11060,1460955416,RichardSutherland,1461294906,0,0,0,8256810
11061,1460962177,brichins,1460962177,0,2,0,927463
11063,1460964371,rebel,1460964371,0,0,0,4357664
11064,1460969274,jmelesky,1460969274,0,0,0,8269176
11065,1460971608,Gregory Wallace,1460972509,0,0,0,8275024
11066,1460979186,user583915,1485769263,0,0,0,8265393
11067,1460985545,Peter,1460985545,0,0,0,5601870
11068,1460989279,Raju,1483843319,0,0,0,6017184
11069,1460991812,Milyn Pega,1499811975,0,0,0,7937883
11070,1461014871,Ashis Ghosh,1464272085,0,0,0,8277966
11072,1461029368,Marty30,1461029368,0,0,0,8279469
11073,1461034497,PN10,1461380845,0,0,0,7385830
11074,1461035112,Nishant ranjan,1461035112,0,0,0,8270143
